1	1	1000000	1	2915758.4310742253
2	1	1000000	1	3251171.206162033
3	1	1000000	1	9041648.07002303
4	1	1000000	1	4675682.708809432
5	1	1000000	1	5513602.34558221
6	1	1000000	1	51518557.550896086
7	1	1000000	1	6411149.715377882
8	1	1000000	1	2953123.075318859
9	1	1000000	1	2366772.50562521
10	1	1000000	1	9479921.35182772
11	1	1000000	1	9047.102171773462
12	1	1000000	1	18842253.523757026
13	1	1000000	1	1218164.3783486101
14	1	1000000	1	30486980.521691877
15	1	1000000	1	6703959.2447365895
16	1	1000000	1	2679735.667827848
17	1	1000000	1	2626355.620523167
18	1	1000000	1	6224089.502704903
19	1	1000000	1	24713720.045206077
20	1	1000000	1	11220492.309698045
21	1	1000000	1	1643767.9261889667
22	1	1000000	1	13472.297041152411
1	1	100000	1	3502661.585716146
2	1	100000	1	3024495.0098780463
3	1	100000	1	8123630.25659116
4	1	100000	1	4541713.751795141
5	1	100000	1	4293714.87712397
6	1	100000	1	52396236.364816315
7	1	100000	1	4639530.7709325235
8	1	100000	1	2178104.2984883417
9	1	100000	1	1723895.5712776037
10	1	100000	1	8059742.79310956
11	1	100000	1	9100.199433939628
12	1	100000	1	15509630.879864557
13	1	100000	1	1120790.8709032238
14	1	100000	1	25770877.192694202
15	1	100000	1	4405853.525550469
16	1	100000	1	2348463.3241103506
17	1	100000	1	1975902.5002343452
18	1	100000	1	5497903.160275309
19	1	100000	1	22562329.333421335
20	1	100000	1	9379764.540842993
21	1	100000	1	1412124.4799370524
22	1	100000	1	15956.406162440724
1	1	10000	1	3989984.467616405
2	1	10000	1	2732269.6770728156
3	1	10000	1	6130198.99441057
4	1	10000	1	3906782.6173303192
5	1	10000	1	3579498.9734894466
6	1	10000	1	45155863.7151476
7	1	10000	1	3329879.5109584685
8	1	10000	1	1591741.773912298
9	1	10000	1	1353803.2740085647
10	1	10000	1	6207219.473539866
11	1	10000	1	8959.393588231234
12	1	10000	1	12800159.685030762
13	1	10000	1	810483.164090352
14	1	10000	1	20022658.57188293
15	1	10000	1	1986524.5414230863
16	1	10000	1	2204171.3012632704
17	1	10000	1	1580885.0210767842
18	1	10000	1	4562939.407582757
19	1	10000	1	16864989.88623844
20	1	10000	1	6933873.767904842
21	1	10000	1	1231234.9805822563
22	1	10000	1	19790.28978793087
1	1	1000	1	4006081.5556391724
2	1	1000	1	2000627.4297607385
3	1	1000	1	3903499.4643948264
4	1	1000	1	3011726.456602503
5	1	1000	1	2404298.498816682
6	1	1000	1	21827462.04914614
7	1	1000	1	2102633.682370277
8	1	1000	1	1103759.1755071576
9	1	1000	1	873908.3988136869
10	1	1000	1	3275091.723390026
11	1	1000	1	7595.4284774559665
12	1	1000	1	8195323.382534707
13	1	1000	1	554756.4997405893
14	1	1000	1	8434432.636917971
15	1	1000	1	1456238.53509354
16	1	1000	1	1650402.8159640841
17	1	1000	1	1082225.5698180993
18	1	1000	1	4069206.9174013915
19	1	1000	1	5244052.399290375
20	1	1000	1	3609514.5645314725
21	1	1000	1	880095.7056295791
22	1	1000	1	24136.281139681327
1	1	100	1	2124011.960598059
2	1	100	1	661320.812860411
3	1	100	1	1177128.253073547
4	1	100	1	1126001.8250214292
5	1	100	1	756640.4641778817
6	1	100	1	4910921.343579569
7	1	100	1	685233.7716220308
8	1	100	1	305217.17685631895
9	1	100	1	238731.92167802976
10	1	100	1	852698.2204620586
11	1	100	1	2909.3148005610656
12	1	100	1	2690780.584088616
13	1	100	1	262961.98724690673
14	1	100	1	1925843.674140936
15	1	100	1	777534.293715505
16	1	100	1	649406.8593680151
17	1	100	1	333515.64942639106
18	1	100	1	1465968.6238373378
19	1	100	1	1191538.7327156418
20	1	100	1	580413.0136888429
21	1	100	1	249294.44717392576
22	1	100	1	23723.29896428915
1	1	10	1	408347.8241521643
2	1	10	1	92712.94993006768
3	1	10	1	174664.1116623707
4	1	10	1	196348.4698398618
5	1	10	1	137533.30253310577
6	1	10	1	1158640.9209792395
7	1	10	1	138871.833080559
8	1	10	1	56394.36243596347
9	1	10	1	52698.94735167386
10	1	10	1	185718.58079945325
11	1	10	1	1047.949809528801
12	1	10	1	545978.9687941505
13	1	10	1	54238.57102694712
14	1	10	1	489405.0754167234
15	1	10	1	220269.24546970683
16	1	10	1	123842.3624727803
17	1	10	1	67345.85602562525
18	1	10	1	216899.43633461214
19	1	10	1	281581.51136983215
20	1	10	1	92406.53856934783
21	1	10	1	42616.73557057001
22	1	10	1	12482.082934103895
1	1	1	1	47486.42089999438
2	1	1	1	12012.741309931942
3	1	1	1	29891.260966358976
4	1	1	1	30285.655345760162
5	1	1	1	18237.88473886018
6	1	1	1	156193.45842261196
7	1	1	1	20073.28094295481
8	1	1	1	7337.871979891753
9	1	1	1	7941.597002930908
10	1	1	1	30073.098358431944
11	1	1	1	876.5873467020814
12	1	1	1	63165.121967657455
13	1	1	1	6184.739604085345
14	1	1	1	66451.81798951268
15	1	1	1	30533.762629803437
16	1	1	1	16187.317303633072
17	1	1	1	8473.93610330449
18	1	1	1	23203.62938005922
19	1	1	1	39771.671757539596
20	1	1	1	15142.245510013301
21	1	1	1	8427.323099564037
22	1	1	1	4524.958163799327
1	1	1000000	2	4028739.830790414
2	1	1000000	2	5864612.77259213
3	1	1000000	2	16341877.687652936
4	1	1000000	2	8164117.353237851
5	1	1000000	2	9800016.622747801
6	1	1000000	2	89953561.00827911
7	1	1000000	2	12654441.001033656
8	1	1000000	2	5815487.584938084
9	1	1000000	2	4372718.983898176
10	1	1000000	2	15988722.083776623
11	1	1000000	2	9087.443722241092
12	1	1000000	2	34727384.19562936
13	1	1000000	2	2199460.3066940913
14	1	1000000	2	53871594.0666836
15	1	1000000	2	12963714.012486717
16	1	1000000	2	4673494.179248835
17	1	1000000	2	5165849.602362231
18	1	1000000	2	11502539.631525502
19	1	1000000	2	46974528.802679166
20	1	1000000	2	21968361.386012305
21	1	1000000	2	2910887.9834383796
22	1	1000000	2	22504.10688995333
1	1	1000000	4	3991990.6203349726
2	1	1000000	4	12658039.858080367
3	1	1000000	4	31098524.688268498
4	1	1000000	4	14197613.183128707
5	1	1000000	4	19570422.078257196
6	1	1000000	4	154041673.83736894
7	1	1000000	4	24577189.971424975
8	1	1000000	4	11491774.288906313
9	1	1000000	4	8614423.928436846
10	1	1000000	4	30159778.929264605
11	1	1000000	4	9113.51794925957
12	1	1000000	4	66750223.58184902
13	1	1000000	4	4242598.114302135
14	1	1000000	4	94919462.03107025
15	1	1000000	4	24825745.77622731
16	1	1000000	4	9765920.251386933
17	1	1000000	4	10228537.459998112
18	1	1000000	4	22000448.972693663
19	1	1000000	4	85634358.52487439
20	1	1000000	4	42108374.30189317
21	1	1000000	4	5454263.648296254
22	1	1000000	4	30342.159528888686
1	1	1000000	8	7089084.667919866
2	1	1000000	8	21810944.35121766
3	1	1000000	8	55000339.00767248
4	1	1000000	8	25610253.232533764
5	1	1000000	8	36702474.61914873
6	1	1000000	8	221149549.14802665
7	1	1000000	8	44175056.95403962
8	1	1000000	8	20740665.592719942
9	1	1000000	8	15825061.556428578
10	1	1000000	8	50185817.62157602
11	1	1000000	8	8812.001917628488
12	1	1000000	8	118470907.9740363
13	1	1000000	8	6778792.818967912
14	1	1000000	8	149034753.19915494
15	1	1000000	8	45454193.68906986
16	1	1000000	8	17408132.188958574
17	1	1000000	8	18811518.870438877
18	1	1000000	8	39125135.11924526
19	1	1000000	8	138744598.79231784
20	1	1000000	8	74695159.61282492
21	1	1000000	8	10394563.519023366
22	1	1000000	8	41252.058966476194
1	1	1000000	16	6376703.4216050245
2	1	1000000	16	27844855.301878273
3	1	1000000	16	84016502.52506089
4	1	1000000	16	43638078.40993178
5	1	1000000	16	54512737.01199212
6	1	1000000	16	269420906.595398
7	1	1000000	16	71631672.12832463
8	1	1000000	16	35346209.43001971
9	1	1000000	16	27196678.06060629
10	1	1000000	16	74509513.22147423
11	1	1000000	16	8492.114998830164
12	1	1000000	16	179253867.469529
13	1	1000000	16	9004621.017609078
14	1	1000000	16	197602733.14397526
15	1	1000000	16	78668735.98503514
16	1	1000000	16	26758212.534552965
17	1	1000000	16	31850799.724243864
18	1	1000000	16	60588758.949533686
19	1	1000000	16	201960914.44872686
20	1	1000000	16	125720090.10136898
21	1	1000000	16	17850728.437999055
22	1	1000000	16	66608.3585078527
1	1	1000000	32	6035080.52210434
2	1	1000000	32	41552568.390969805
3	1	1000000	32	94197765.9398612
4	1	1000000	32	65439507.75817019
5	1	1000000	32	66728173.05968023
6	1	1000000	32	271060089.3994621
7	1	1000000	32	87427839.07573688
8	1	1000000	32	45282960.84576431
9	1	1000000	32	36654718.49462251
10	1	1000000	32	68347030.78556699
11	1	1000000	32	8491.854819863696
12	1	1000000	32	201021329.6683827
13	1	1000000	32	9579765.128218781
14	1	1000000	32	203025452.659526
15	1	1000000	32	112797955.9549292
16	1	1000000	32	27991620.439590998
17	1	1000000	32	42232607.328342915
18	1	1000000	32	74749182.43277173
19	1	1000000	32	200085712.08160263
20	1	1000000	32	156478490.7965838
21	1	1000000	32	26225053.57331321
22	1	1000000	32	66660.10269995121
